loans_received_from_candidate,last_report_year,contributions,refunded_other_political_committee_contributions,party,last_cash_on_hand_end_period,other_political_committee_contributions,individual_contributions,total_offsets_to_operating_expenditures,repayments_other_loans,incumbent_challenge,repayments_loans_made_by_candidate,cycle,refunded_political_party_committee_contributions,loan_repayments_other_loans,incumbent_challenge_full,last_net_operating_expenditures,last_report_type_full,has_raised_funds,party_full,federal_funds,flags,political_party_committee_contributions,loans,last_net_contributions,full_election,last_file_date,disbursements,fundraising_disbursements,first_file_date,receipts,district_number,coverage_end_date,loan_repayments,candidate_id,rutgers_sex,district,refunded_individual_contributions,cycles,exempt_legal_accounting_disbursement,loan_repayments_made,last_f2_date,last_beginning_image_number,offsets_to_fundraising_expenditures,last_debts_owed_to_committee,offsets_to_operating_expenditures,other_disbursements,state,other_receipts,loans_received,candidate_contribution,transfers_from_affiliated_committee,contribution_refunds,election_years,transfers_from_other_authorized_committee,loans_made_by_candidate,net_operating_expenditures,federal_funds_flag,load_date,name,election_districts,other_loans_received,all_other_loans,offsets_to_legal_accounting,transfers_to_other_authorized_committee,operating_expenditures,individual_unitemized_contributions,active_through,loan_repayments_candidate_loans,candidate_status,office_full,coverage_start_date,net_contributions,last_debts_owed_by_committee,individual_itemized_contributions,office
,2017,5746.02,0.0,DEM,3686.14,0.0,1796.02,,,C,,2018,0.0,0.0,Challenger,1006.14,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8MD04213,0.0,0.0,470.0,False,2017-05-31,2157.88,,2017-05-31,5844.02,4,2017-09-30T00:00:00+00:00,0.0,H8MD04213,,04,0.0,[2018],,,2017-05-31,201712029087686515,,0.0,0.0,0.0,MD,98.0,,3950.0,,0.0,[2018],0.0,0.0,2157.88,False,2017-09-12T20:59:26,"BLACK, THEREASA MARIE",[u'04'],,0.0,,0.0,2157.88,1796.02,2018,0.0,C,House,2017-04-01T00:00:00+00:00,5746.02,0.0,0.0,H
,,,,REP,,,,,,O,,,,,Open seat,,,False,REPUBLICAN PARTY,,S8TN00337,,,,,2017-10-05,,,2017-10-05,,0,,,S8TN00337,,00,,[2018],,,2017-10-05,,,,,,TN,,,,,,[2018],,,,False,2017-10-18T21:02:35,"BLACKBURN, MARSHA MRS",[u'00'],,,,,,,2018,,N,Senate,,,,,S
,2016,2167998.62,0.0,REP,2551958.17,1282360.8,885637.82,,,I,,2016,0.0,0.0,Incumbent,65202.31,YEAR-END,True,REPUBLICAN PARTY,,H2TN06030,0.0,0.0,13743.19,False,2017-07-14,1503428.06,,1992-06-12,2192758.42,7,2016-12-31T00:00:00+00:00,0.0,H2TN06030,,07,5025.0,"[1992, 1994, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,,2017-07-14,201701309041555210,,0.0,1065.71,4775.0,TN,23694.09,,0.0,,0.0,"[1992, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",0.0,0.0,1492562.35,False,2017-07-14T20:58:57,"BLACKBURN, MARSHA MRS.","[u'06', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07']",,0.0,,0.0,1493628.06,91179.01,2018,0.0,C,House,2015-01-01T00:00:00+00:00,2162973.62,7402.28,794458.81,H
,,,,REP,,,,,,,,,,,,,,False,REPUBLICAN PARTY,,S8WV00150,,,,,2017-12-01,,,2017-12-01,,0,,,S8WV00150,,00,,[2018],,,2017-12-01,,,,,,WV,,,,,,[2018],,,,False,2017-12-05T23:42:23,"BLANKENSHIP, DON",[u'00'],,,,,,,2018,,N,Senate,,,,,S
,,,,REP,,,,,,,,,,,,,,False,REPUBLICAN PARTY,,H8NC10105,,,,,2017-10-31,,,2017-10-31,,10,,,H8NC10105,,10,,[2018],,,2017-10-31,,,,,,NC,,,,,,[2018],,,,False,2017-11-06T20:55:42,"BLANKENSHIP, SETH BRADEN",[u'10'],,,,,,,2018,,N,House,,,,,H
,2017,0.0,0.0,REP,0.0,0.0,0.0,,,C,,2018,0.0,0.0,Challenger,9353.0,TERMINATION REPORT,True,REPUBLICAN PARTY,,H8SC05133,0.0,10000.0,0.0,False,2017-01-06,10000.0,,2017-01-06,10000.0,5,2017-04-01T00:00:00+00:00,647.0,H8SC05133,,05,0.0,[2018],,,2017-01-06,201704100300146918,,0.0,0.0,0.0,SC,0.0,,0.0,,0.0,[2018],0.0,10000.0,9353.0,False,2017-03-01T21:00:33,"BLESDOE DVM, WILLIAM D",[u'05'],,0.0,,0.0,9353.0,0.0,2018,647.0,N,House,2017-01-05T00:00:00+00:00,0.0,9353.0,0.0,H
,2017,54894.43,0.0,DEM,46195.82,0.0,27278.43,,,C,,2018,0.0,0.0,Challenger,8698.61,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8CA22154,0.0,0.0,54894.43,False,2017-11-16,8698.61,,2017-07-06,54894.43,22,2017-09-30T00:00:00+00:00,0.0,H8CA22154,,22,0.0,[2018],,,2017-11-16,201710139075645051,,0.0,0.0,0.0,CA,0.0,,27616.0,,0.0,[2018],0.0,0.0,8698.61,False,2017-11-16T20:56:34,"BLIATOUT, BOBBY",[u'22'],,0.0,,0.0,8698.61,5678.43,2018,0.0,C,House,2017-01-01T00:00:00+00:00,54894.43,0.0,21600.0,H
,2017,110690.0,0.0,REP,94513.74,3748.0,106942.0,,,O,,2018,0.0,0.0,Open seat,16176.26,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H8PA11061,0.0,0.0,110690.0,False,2017-08-10,16176.26,,2017-08-10,110690.0,11,2017-09-30T00:00:00+00:00,0.0,H8PA11061,,11,0.0,[2018],,,2017-08-10,201712049087687546,,0.0,0.0,0.0,PA,0.0,,0.0,,0.0,[2018],0.0,0.0,16176.26,False,2017-10-18T21:02:35,"BLOOM, STEPHEN",[u'11'],,0.0,,0.0,16176.26,3792.0,2018,0.0,C,House,2017-07-01T00:00:00+00:00,110690.0,0.0,103150.0,H
,2017,431537.46,0.0,REP,883779.07,192882.44,238655.02,,,I,,2018,0.0,0.0,Incumbent,25619.19,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H2IA01055,0.0,500000.0,157950.6,True,2017-06-22,100831.12,,2011-11-03,937043.03,1,2017-09-30T00:00:00+00:00,0.0,H2IA01055,,01,0.0,"[2012, 2014, 2016, 2018]",,,2017-06-22,201710139075635525,,0.0,0.0,0.0,IA,0.0,,0.0,,0.0,"[2012, 2014, 2016, 2018]",5505.57,500000.0,80831.12,False,2017-06-22T21:04:07,"BLUM, RODNEY","[u'01', u'01', u'01', u'01']",,0.0,,20000.0,80831.12,20055.6,2018,0.0,C,House,2017-01-01T00:00:00+00:00,431537.46,614119.0,218599.42,H
,2017,419612.66,0.0,DEM,1115182.43,278659.1,140953.56,,,I,,2018,0.0,0.0,Incumbent,103687.05,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H6OR03064,0.0,0.0,151338.8,False,2017-07-28,338583.73,,1995-10-16,423835.8,3,2017-09-30T00:00:00+00:00,0.0,H6OR03064,,03,1025.84,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,,2017-07-28,201710149075674556,,0.0,4051.54,46152.97,OR,171.6,,0.0,,0.0,"[1996, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",0.0,0.0,281353.38,False,2017-07-28T20:58:30,"BLUMENAUER, EARL","[u'03', u'03', u'03', u'03', u'03', u'03', u'03', u'03', u'03', u'03', u'03']",,0.0,,6000.0,285404.92,34353.56,2018,0.0,C,House,2017-01-01T00:00:00+00:00,418586.82,0.0,106600.0,H
,2017,389529.18,0.0,DEM,247843.1,324293.06,65236.12,,,I,,2018,0.0,0.0,Incumbent,72545.3,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H6DE00206,0.0,0.0,114864.41,False,2016-12-05,266887.96,,2015-10-27,389969.18,0,2017-09-30T00:00:00+00:00,0.0,H6DE00206,,00,712.36,"[2016, 2018]",,,2016-12-05,201710159075740945,,0.0,440.0,79110.0,DE,0.0,,0.0,,0.0,"[2016, 2018]",0.0,0.0,186625.6,False,2017-04-07T22:09:46,"BLUNT ROCHESTER, LISA","[u'00', u'00']",,0.0,,0.0,187065.6,21157.32,2018,0.0,C,House,2017-01-01T00:00:00+00:00,388816.82,310600.0,44078.8,H
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,H8TN08108,,,,,2017-10-17,,,2017-10-17,,8,,,H8TN08108,,08,,[2018],,,2017-10-17,,,,,,TN,,,,,,[2018],,,,False,2017-10-18T21:02:35,"BOATNER, JOHN BURKE JR",[u'08'],,,,,,,2018,,N,House,,,,,H
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,S8MS00220,,,,,2017-06-26,,,2017-06-26,,0,,,S8MS00220,,00,,[2018],,,2017-06-26,,,,,,MS,,,,,,[2018],,,,False,2017-08-01T20:57:28,"BOHREN, JENSEN MR",[u'00'],,,,,,,2018,,N,Senate,,,,,S
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,H8MO01135,,,,,2017-03-14,,,2017-03-14,,1,,,H8MO01135,F,01,,[2018],,,2017-03-14,,,,,,MO,,,,,,[2018],,,,False,2017-04-19T21:05:08,"BOLHAFNER, SUSAN",[u'01'],,,,,,,2018,,N,House,,,,,H
,2017,350350.42,0.0,DEM,379193.63,172250.0,178100.42,,,I,,2018,35.0,0.0,Incumbent,61721.29,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H2OR01133,0.0,0.0,124774.29,True,2017-01-31,237184.32,,2011-08-08,350350.42,1,2017-09-30T00:00:00+00:00,0.0,H2OR01133,,01,284.2,"[2012, 2014, 2016, 2018]",,,2017-01-31,201710139075663341,,0.0,0.0,64151.0,OR,0.0,,0.0,,35.0,"[2012, 2014, 2016, 2018]",0.0,0.0,172714.12,False,2017-05-08T21:03:45,"BONAMICI, SUZANNE MS.","[u'01', u'01', u'01', u'01']",,0.0,,0.0,172714.12,42400.42,2018,0.0,C,House,2017-01-01T00:00:00+00:00,350031.22,100000.0,135700.0,H
,,,,NON,,,,,,C,,,,,Challenger,,,False,NON PARTISAN,,H8ME02219,,,,,2017-10-11,,,2017-10-11,,2,,,H8ME02219,,02,,[2018],,,2017-10-11,,,,,,ME,,,,,,[2018],,,,False,2017-10-18T21:02:35,"BOND, TIFFANY",[u'02'],,,,,,,2018,,N,House,,,,,H
,,,,REP,,,,,,C,,,,,Challenger,,,False,REPUBLICAN PARTY,,H8NC12101,,,,,2017-07-28,,,2017-07-28,,12,,,H8NC12101,,12,,[2018],,,2017-07-28,,,,,,NC,,,,,,[2018],,,,False,2017-08-01T20:57:28,"BONHAM, PAUL MR.",[u'12'],,,,,,,2018,,N,House,,,,,H
,2017,2629.95,0.0,NNE,1182.37,0.0,2629.95,,,C,,2018,0.0,0.0,Challenger,765.4,OCTOBER QUARTERLY,True,NONE,,H4FL20064,0.0,0.0,629.95,False,2017-09-26,2570.92,,2013-10-24,2629.95,20,2017-09-30T00:00:00+00:00,0.0,H4FL20064,,20,0.0,"[2014, 2016, 2018]",,,2017-09-26,201710119075609357,,0.0,0.0,0.0,FL,0.0,,0.0,,0.0,"[2014, 2016, 2018]",0.0,0.0,2570.92,False,2017-09-26T21:58:29,"BONNER, JAY ALAN","[u'20', u'20', u'20']",,0.0,,0.0,2570.92,29.95,2018,0.0,N,House,2017-01-01T00:00:00+00:00,2629.95,0.0,2600.0,H
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,S8DE00111,,,,,2017-06-16,,,2017-06-16,,0,,,S8DE00111,,00,,[2018],,,2017-06-16,,,,,,DE,,,,,,[2018],,,,False,2017-08-01T20:57:28,"BOOKER, TYKIEM",[u'00'],,,,,,,2018,,N,Senate,,,,,S
,,,,DEM,,,,,,,,,,,,,,False,DEMOCRATIC PARTY,,H8NY21302,,,,,2017-10-19,,,2017-10-19,,21,,,H8NY21302,F,21,,[2018],,,2017-10-19,,,,,,NY,,,,,,[2018],,,,False,2017-10-19T20:59:28,"BOONE, TANYA",[u'21'],,,,,,,2018,,N,House,,,,,H
,2017,16475.0,0.0,DEM,20198.11,1975.0,14500.0,,,I,,2018,0.0,0.0,Incumbent,2458.74,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H2GU00033,0.0,50000.0,11500.0,True,2017-04-13,64994.64,,2001-10-16,66475.0,0,2017-09-30T00:00:00+00:00,0.0,H2GU00033,,00,0.0,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,,2017-04-13,201710159075749437,,0.0,0.0,54896.0,GU,0.0,,0.0,,0.0,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",0.0,50000.0,10098.64,False,2017-08-29T20:55:29,"BORDALLO, MADELEINE Z. MS.","[u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00']",,0.0,,0.0,10098.64,0.0,2018,0.0,C,House,2017-01-01T00:00:00+00:00,16475.0,50000.0,14500.0,H
,,,,OTH,,,,,,,,,,,,,,False,OTHER,,H8WA10029,,,,,2017-11-04,,,2017-11-04,,10,,,H8WA10029,,10,,[2018],,,2017-11-04,,,,,,WA,,,,,,[2018],,,,False,2017-11-04T20:56:20,"BORRELLI, TAMBORINE",[u'10'],,,,,,,2018,,N,House,,,,,H
,2017,713068.69,0.0,REP,533790.1,395807.05,317261.64,,,I,,2018,0.0,0.0,Incumbent,70968.54,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H4IL12060,0.0,0.0,259940.05,False,2017-03-06,186779.98,,2013-07-01,713160.71,12,2017-09-30T00:00:00+00:00,0.0,H4IL12060,,12,0.0,"[2014, 2016, 2018]",,,2017-03-06,201711279087656697,,0.0,0.0,10000.0,IL,0.0,,0.0,,0.0,"[2014, 2016, 2018]",92.02,0.0,176779.98,False,2017-05-03T21:00:26,"BOST, MICHAEL","[u'12', u'12', u'12']",,0.0,,0.0,176779.98,33186.64,2018,0.0,C,House,2017-01-01T00:00:00+00:00,713068.69,43281.72,284075.0,H
,2017,125329.98,0.0,DEM,78363.25,0.0,125329.98,,,C,,2018,0.0,0.0,Challenger,46966.73,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8GA07201,0.0,0.0,125329.98,False,2017-07-18,46966.73,,2017-07-05,125329.98,7,2017-09-30T00:00:00+00:00,0.0,H8GA07201,F,07,0.0,[2018],,,2017-07-18,201710159075678176,,0.0,0.0,0.0,GA,0.0,,0.0,,0.0,[2018],0.0,0.0,46966.73,False,2017-10-18T21:02:35,"BOURDEAUX, CAROLYN",[u'07'],,0.0,,0.0,46966.73,27791.0,2018,0.0,C,House,2017-07-05T00:00:00+00:00,125329.98,0.0,97538.98,H
,2017,360.0,0.0,REP,350.95,0.0,260.0,,,C,,2018,0.0,0.0,Challenger,143.14,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H8MO04089,0.0,134.09,360.0,False,2017-09-14,143.14,,2017-08-24,494.09,4,2017-09-30T00:00:00+00:00,0.0,H8MO04089,,04,0.0,[2018],,,2017-09-14,201710149075675909,,0.0,0.0,0.0,MO,0.0,,100.0,,0.0,[2018],0.0,134.09,143.14,False,2017-10-05T20:56:00,"BOURGEOIS, JENNA MARIE MS.",[u'04'],,0.0,,0.0,143.14,260.0,2018,0.0,N,House,2017-07-01T00:00:00+00:00,360.0,134.09,0.0,H
,2017,9149.0,0.0,LIB,1104.0,0.0,5006.0,,,C,,2018,0.0,0.0,Challenger,8044.0,OCTOBER QUARTERLY,True,LIBERTARIAN PARTY,,S8UT00127,1050.0,0.0,9149.0,False,2017-04-03,8044.0,,2017-04-03,9149.0,0,2017-09-30T00:00:00+00:00,0.0,S8UT00127,,00,0.0,[2018],,,2017-04-03,201710110200281812,,0.0,0.0,0.0,UT,0.0,,3093.0,,0.0,[2018],0.0,0.0,8044.0,False,2017-10-16T21:00:02,"BOWDEN, CRAIG",[u'00'],,0.0,,0.0,8044.0,3406.0,2018,0.0,C,Senate,2017-04-01T00:00:00+00:00,9149.0,0.0,1599.0,S
,2017,207965.72,0.0,DEM,188174.08,3000.0,199565.72,,,C,,2018,0.0,0.0,Challenger,19791.64,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8NY21286,0.0,0.0,207965.72,False,2017-08-01,19791.64,,2017-08-01,207965.72,21,2017-09-30T00:00:00+00:00,0.0,H8NY21286,,21,0.0,[2018],,,2017-08-01,201711159086682346,,0.0,0.0,0.0,NY,0.0,,5400.0,,0.0,[2018],0.0,0.0,19791.64,False,2017-10-17T22:53:08,"BOYAJIAN, DON",[u'21'],,0.0,,0.0,19791.64,25009.72,2018,0.0,C,House,2017-07-31T00:00:00+00:00,207965.72,0.0,174556.0,H
,2017,82977.0,0.0,REP,78036.0,0.0,43554.0,,,C,,2018,0.0,0.0,Challenger,49763.0,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,S8DE00103,0.0,105536.0,0.0,False,2017-02-17,110477.0,,2017-02-17,188513.0,0,2017-09-30T00:00:00+00:00,0.0,S8DE00103,,00,0.0,[2018],,,2017-02-17,201710200200365529,,0.0,0.0,0.0,DE,0.0,,39423.0,,0.0,[2018],0.0,105536.0,110477.0,False,2017-08-01T20:57:28,"BOYCE, HENRY CHARLES  ""CHUCK""  JR",[u'00'],,0.0,,0.0,110477.0,654.0,2018,0.0,C,Senate,2017-01-13T00:00:00+00:00,82977.0,633216.0,42900.0,S
,2017,408428.04,0.0,DEM,699481.47,267550.0,140878.04,,,I,,2018,0.0,0.0,Incumbent,61904.46,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H4PA13199,0.0,0.0,186038.0,False,2016-12-21,171172.56,,2013-04-04,409186.9,13,2017-09-30T00:00:00+00:00,0.0,H4PA13199,,13,0.0,"[2014, 2016, 2018]",,,2016-12-21,201710139075645244,,0.0,187.7,2475.0,PA,571.16,,0.0,,0.0,"[2014, 2016, 2018]",0.0,0.0,168509.86,False,2017-02-28T20:59:29,"BOYLE, BRENDAN F","[u'13', u'13', u'13']",,0.0,,0.0,168697.56,8353.04,2018,0.0,C,House,2017-01-01T00:00:00+00:00,408428.04,0.0,132525.0,H
,,21709.59,0.0,DEM,,0.0,15221.0,,,C,,2018,0.0,0.0,Challenger,,,True,DEMOCRATIC PARTY,,H8MI01164,0.0,0.0,,False,2017-10-12,8933.87,,2017-10-12,21760.58,1,,0.0,H8MI01164,,01,0.0,[2018],,,2017-10-12,,,,50.99,0.0,MI,0.0,,6488.59,,0.0,[2018],0.0,0.0,8882.88,False,2017-10-18T21:02:35,"BRADY, DWIGHT JOHN MR.",[u'01'],,0.0,,0.0,8933.87,4971.0,2018,0.0,C,House,2017-03-24T00:00:00+00:00,21709.59,,10250.0,H
,2017,2215725.5,2237.5,REP,2623645.1,1419787.5,795938.0,,,I,,2018,0.0,0.0,Incumbent,404834.76,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H6TX08100,0.0,0.0,672580.0,True,2016-11-11,1485790.63,,1996-01-12,2641071.92,8,2017-09-30T00:00:00+00:00,0.0,H6TX08100,,08,0.0,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,,2016-11-11,201710149075666272,,0.0,205.13,248170.15,TX,372.01,,0.0,,2237.5,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",424769.28,0.0,1174807.85,False,2017-03-02T21:00:15,"BRADY, KEVIN","[u'08', u'08', u'08', u'08', u'08', u'08', u'08', u'08', u'08', u'08', u'08', u'08']",,0.0,,60370.0,1175012.98,5258.0,2018,0.0,C,House,2017-01-01T00:00:00+00:00,2213488.0,15697.89,790680.0,H
,2017,238176.64,0.0,DEM,597083.02,113900.0,124276.64,,,I,,2018,0.0,0.0,Incumbent,39075.26,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8PA01153,0.0,0.0,40500.0,False,2017-03-08,224400.53,,1998-02-11,239108.43,1,2017-09-30T00:00:00+00:00,0.0,H8PA01153,,01,0.0,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,,2017-03-08,201710139075639915,,5000.0,527.18,22760.0,PA,404.61,,0.0,,0.0,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",0.0,0.0,201113.35,False,2017-05-08T21:03:45,"BRADY, ROBERT A","[u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01']",,0.0,,0.0,201640.53,426.64,2018,0.0,C,House,2017-01-01T00:00:00+00:00,238176.64,0.0,123850.0,H
,2017,126136.0,0.0,REP,53075.0,3000.0,123136.0,,,C,,2018,0.0,50.0,Challenger,31358.0,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,S8ME00130,0.0,5450.0,46763.0,False,2017-04-07,78570.0,,2017-04-07,131646.0,0,2017-09-30T00:00:00+00:00,50.0,S8ME00130,,00,110.0,[2018],,,2017-04-07,201711210200389507,,0.0,0.0,0.0,ME,60.0,,0.0,,0.0,[2018],0.0,5400.0,78410.0,False,2017-09-12T20:59:26,"BRAKEY, ERIC",[u'00'],,50.0,,0.0,78410.0,14888.0,2018,0.0,C,Senate,2017-03-01T00:00:00+00:00,126026.0,14900.0,108248.0,S
,2017,442598.65,0.0,REP,404606.49,72825.0,369673.65,,,I,,2018,0.0,0.0,Incumbent,61899.32,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H4VA07143,0.0,0.0,85985.25,False,2017-03-06,226266.01,,2014-01-13,462858.96,7,2017-09-30T00:00:00+00:00,0.0,H4VA07143,,07,2700.0,"[2014, 2016, 2018]",,,2017-03-06,201711279087657283,,0.0,760.31,8030.0,VA,0.0,,100.0,,0.0,"[2014, 2016, 2018]",19500.0,0.0,214775.7,False,2017-03-09T01:25:25,"BRAT, DAVID ALAN MR.","[u'07', u'07', u'07']",,0.0,,0.0,215536.01,86013.65,2018,0.0,C,House,2017-01-01T00:00:00+00:00,439898.65,0.0,283660.0,H
,2017,207265.0,0.0,REP,1030894.0,0.0,207265.0,,,C,,2018,0.0,0.0,Challenger,26370.0,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,S8IN00171,0.0,850000.0,207265.0,False,2017-08-09,26370.0,,2017-08-09,1057265.0,0,2017-09-30T00:00:00+00:00,0.0,S8IN00171,,00,0.0,[2018],,,2017-08-09,201710200200358565,,0.0,0.0,0.0,IN,0.0,,0.0,,0.0,[2018],0.0,850000.0,26370.0,False,2017-10-31T20:56:03,"BRAUN, MIKE",[u'00'],,0.0,,0.0,26370.0,1670.0,2018,0.0,C,Senate,2017-07-01T00:00:00+00:00,207265.0,850000.0,205595.0,S
,2017,163125.0,0.0,REP,146648.31,5100.0,158025.0,,,O,,2018,0.0,0.0,Open seat,16476.69,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H8IN04165,0.0,0.0,163125.0,False,2017-08-31,18476.69,,2017-08-31,165125.0,4,2017-09-30T00:00:00+00:00,0.0,H8IN04165,,04,0.0,[2018],,,2017-08-31,201712079089125287,,0.0,2000.0,0.0,IN,0.0,,0.0,,0.0,[2018],0.0,0.0,16476.69,False,2017-10-23T20:56:46,"BRAUN, STEVEN J",[u'04'],,0.0,,0.0,18476.69,1175.0,2018,0.0,C,House,2017-07-01T00:00:00+00:00,163125.0,0.0,156850.0,H
,,,,DEM,,,,,,,,,,,,,,False,DEMOCRATIC PARTY,,S8CA00424,,,,,,,,,,0,,,S8CA00424,,00,,[2018],,,,,,,,,CA,,,,,,[2018],,,,False,2017-11-30T22:47:23,"BRENNAN, CHRISTOPHER",[u'00'],,,,,,,2018,,N,Senate,,,,,S
,2017,89.91,0.0,REP,301.71,0.0,0.0,,,C,,2018,0.0,0.0,Challenger,13.66,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H8NC04082,0.0,160.0,89.91,False,2017-07-28,83.66,,2017-07-28,385.37,4,2017-09-30T00:00:00+00:00,70.0,H8NC04082,,04,0.0,[2018],,,2017-07-28,201710119075605123,,0.0,0.0,0.0,NC,135.46,,89.91,,0.0,[2018],0.0,160.0,13.66,False,2017-08-01T20:57:28,"BRIAN, LEE ANDREA MS.",[u'04'],,0.0,,0.0,13.66,0.0,2018,70.0,N,House,2017-07-01T00:00:00+00:00,89.91,90.0,0.0,H
,2017,0.0,0.0,REP,111475.55,0.0,0.0,,,I,,2018,0.0,0.0,Incumbent,9735.94,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H2OK01143,0.0,0.0,0.0,False,2016-03-29,51085.43,,2011-09-15,2374.81,1,2017-09-30T00:00:00+00:00,0.0,H2OK01143,,01,0.0,"[2012, 2014, 2016, 2018]",,,2016-03-29,201710139075632769,,0.0,0.0,10500.0,OK,2374.81,,0.0,,0.0,"[2012, 2014, 2016, 2018]",0.0,0.0,40585.43,False,2017-01-05T21:04:01,"BRIDENSTINE, JAMES FREDERICK","[u'01', u'01', u'01', u'01']",,0.0,,0.0,40585.43,0.0,2018,0.0,N,House,2017-01-01T00:00:00+00:00,0.0,0.0,0.0,H
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,H8GA01048,,,,,2017-06-05,,,2017-06-05,,1,,,H8GA01048,,01,,[2018],,,2017-06-05,,,,,,GA,,,,,,[2018],,,,False,2017-08-01T20:57:28,"BRIDGES, ADAM WAYNE",[u'01'],,,,,,,2018,,N,House,,,,,H
,2017,295.0,0.0,DEM,295.0,0.0,295.0,,,C,,2018,0.0,0.0,Challenger,8215.0,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8IL16146,0.0,8215.0,295.0,False,2017-09-08,8215.0,,2017-09-08,8510.0,16,2017-09-30T00:00:00+00:00,0.0,H8IL16146,F,16,0.0,[2018],,,2017-09-08,201710159075746626,,0.0,0.0,0.0,IL,0.0,,0.0,,0.0,[2018],0.0,8215.0,8215.0,False,2017-10-23T20:56:46,"BRIEL, AMY MURRI",[u'16'],,0.0,,0.0,8215.0,295.0,2018,0.0,C,House,2017-07-01T00:00:00+00:00,295.0,8215.0,0.0,H
,2017,453954.41,0.0,DEM,399491.98,103640.0,350314.41,,,C,,2018,0.0,0.0,Challenger,54174.77,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8NY22151,0.0,0.0,412980.41,False,2017-11-06,54462.43,,2017-06-28,453954.41,22,2017-09-30T00:00:00+00:00,0.0,H8NY22151,,22,0.0,[2018],,,2017-11-06,201710139075643854,,0.0,0.0,0.0,NY,0.0,,0.0,,0.0,[2018],0.0,0.0,54462.43,False,2017-11-06T20:55:42,"BRINDISI, ANTHONY",[u'22'],,0.0,,0.0,54462.43,33581.41,2018,0.0,C,House,2017-06-28T00:00:00+00:00,453954.41,0.0,316733.0,H
,2017,6494.25,0.0,DEM,1093.01,0.0,6079.25,,,C,,2018,0.0,0.0,Challenger,5750.0,JULY QUARTERLY,True,DEMOCRATIC PARTY,,H8NY19165,0.0,0.0,6494.25,False,2017-06-22,5884.92,,2016-12-14,6494.25,19,2017-06-30T00:00:00+00:00,0.0,H8NY19165,,19,0.0,"[2016, 2018]",,,2017-06-22,201707149066660701,,0.0,0.0,134.92,NY,0.0,,415.0,,0.0,[2018],0.0,0.0,5750.0,False,2017-09-15T21:00:12,"BRISEE, STEVEN MITCHELL",[u'19'],,0.0,,0.0,5750.0,329.25,2018,0.0,C,House,2017-04-01T00:00:00+00:00,6494.25,0.0,5750.0,H
