active_through,incumbent_challenge,district_number,first_file_date,has_raised_funds,party_full,election_districts,office,district,last_f2_date,state,candidate_id,party,election_years,office_full,candidate_status,federal_funds_flag,name,load_date,flags,last_file_date,cycles,incumbent_challenge_full
2018,I,1,2010-02-23,True,DEMOCRATIC PARTY,"[u'01', u'01', u'01', u'01', u'01']",H,01,2017-10-15,RI,H0RI01073,DEM,"[2010, 2012, 2014, 2016, 2018]",House,C,False,"CICILLINE, DAVID N",2017-10-15T20:55:08,H0RI01073,2017-10-15,"[2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,39,2017-07-17,True,DEMOCRATIC PARTY,[u'39'],H,39,2017-07-17,CA,H8CA39174,DEM,[2018],House,C,False,"CISNEROS, GILBERT",2017-10-18T21:02:35,H8CA39174,2017-07-17,[2018],Challenger
2018,C,7,2017-05-10,True,DEMOCRATIC PARTY,[u'07'],H,07,2017-07-17,IL,H8IL07103,DEM,[2018],House,C,False,"CLARK, ANTHONY",2017-08-30T20:56:02,H8IL07103,2017-07-17,[2018],Challenger
2018,I,9,2004-04-02,True,DEMOCRATIC PARTY,"[u'11', u'11', u'11', u'11', u'09', u'09', u'09', u'09']",H,09,2015-04-22,NY,H4NY11138,DEM,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CLARKE, YVETTE D",2017-04-10T20:57:55,H4NY11138,2015-04-22,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,I,5,2013-02-19,True,DEMOCRATIC PARTY,"[u'05', u'05', u'05']",H,05,2017-06-16,MA,H4MA05084,DEM,"[2014, 2016, 2018]",House,C,False,"CLARK, KATHERINE",2017-06-16T21:18:09,H4MA05084,2017-06-16,"[2014, 2016, 2018]",Incumbent
2018,C,31,2015-11-25,True,DEMOCRATIC PARTY,"[u'31', u'31']",H,31,2017-05-17,TX,H6TX31045,DEM,"[2016, 2018]",House,N,False,"CLARK, MIKE",2017-08-01T20:57:28,H6TX31045,2017-05-17,"[2016, 2018]",Challenger
2018,C,23,2017-09-08,False,INDEPENDENT,[u'23'],H,23,2017-09-08,NY,H8NY23191,IND,[2018],House,N,False,"CLASBY, JAMES BRIAN LONE CROW",2017-10-05T20:56:00,H8NY23191,2017-09-08,[2018],Challenger
2018,C,7,2017-04-14,False,UNAFFILIATED,[u'07'],H,07,2017-04-14,CO,H8CO07052,UN,[2018],House,N,False,"CLAY, NATHAN",2017-08-28T20:55:19,H8CO07052,2017-04-14,[2018],Challenger
2018,I,1,1999-06-08,True,DEMOCRATIC PARTY,"[u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01']",H,01,2017-06-01,MO,H0MO01066,DEM,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CLAY, WILLIAM LACY JR",2017-06-13T21:16:55,H0MO01066,2017-06-01,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,I,5,2004-02-06,True,DEMOCRATIC PARTY,"[u'05', u'05', u'05', u'05', u'05', u'05', u'05', u'05']",H,05,2017-02-27,MO,H4MO05234,DEM,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CLEAVER, EMANUEL II",2017-05-04T23:07:53,H4MO05234,2017-02-27,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,2,2017-04-19,False,DEMOCRATIC PARTY,[u'02'],H,02,2017-04-19,ME,H8ME02136,DEM,[2018],House,N,False,"CLEAVES, PHILIP J MR JR",2017-04-20T21:08:07,H8ME02136,2017-04-19,[2018],Challenger
2018,C,19,2017-07-02,True,DEMOCRATIC PARTY,[u'19'],H,19,2017-07-02,NY,H8NY19231,DEM,[2018],House,C,False,"CLEGG, DAVID J",2017-10-24T21:01:05,H8NY19231,2017-07-02,[2018],Challenger
2018,C,6,2013-01-09,True,DEMOCRATIC PARTY,"[u'06', u'06', u'06']",H,06,2017-07-07,MI,H4MI06105,DEM,"[2014, 2016, 2018]",House,N,False,"CLEMENTS, PAUL COLIN",2017-08-01T20:57:28,H4MI06105,2017-07-07,"[2014, 2016, 2018]",Challenger
2018,C,3,2014-03-25,True,DEMOCRATIC PARTY,"[u'03', u'03', u'03']",H,03,2016-12-12,SC,H4SC03111,DEM,"[2014, 2016, 2018]",House,N,False,"CLEVELAND, HOSEA N",2017-01-05T21:04:01,H4SC03111,2016-12-12,"[2014, 2016, 2018]",Challenger
2018,,6,2017-11-27,False,REPUBLICAN PARTY,[u'06'],H,06,2017-11-27,VA,H8VA06104,REP,[2018],House,N,False,"CLINE, BENJAMIN LEE",2017-11-27T22:53:24,H8VA06104,2017-11-27,[2018],
2018,C,27,2017-10-05,True,REPUBLICAN PARTY,[u'27'],H,27,2017-10-05,TX,H8TX27049,REP,[2018],House,C,False,"CLOUD, MICHAEL",2017-10-18T21:02:35,H8TX27049,2017-10-05,[2018],Challenger
2018,I,6,1991-10-31,True,DEMOCRATIC PARTY,"[u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06']",H,06,2016-11-24,SC,H2SC02042,DEM,"[1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CLYBURN, JAMES E.",2017-02-28T20:59:29,H2SC02042,2016-11-24,"[1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,21,2017-07-03,True,DEMOCRATIC PARTY,[u'21'],H,21,2017-07-03,NY,H8NY21245,DEM,[2018],House,C,False,"COBB, TEDRA LYNNE MS.",2017-10-17T22:53:08,H8NY21245,2017-07-03,[2018],Challenger
2018,,11,2017-11-09,False,DEMOCRATIC PARTY,[u'11'],H,11,2017-11-09,NJ,H8NJ11191,DEM,[2018],House,N,False,"COBERT, MITCHELL",2017-11-09T20:56:45,H8NJ11191,2017-11-09,[2018],
2018,C,5,2017-07-13,True,DEMOCRATIC PARTY,[u'05'],H,05,2017-07-24,VA,H8VA05155,DEM,[2018],House,C,False,"COCKBURN, LESLIE",2017-10-16T21:00:02,H8VA05155,2017-07-24,[2018],Challenger
2018,C,11,2017-05-28,True,DEMOCRATIC PARTY,[u'11'],H,11,2017-05-28,NC,H8NC11095,DEM,[2018],House,C,False,"COFFAY, MATT",2017-09-14T20:56:56,H8NC11095,2017-05-28,[2018],Challenger
2018,I,6,2007-11-06,True,REPUBLICAN PARTY,"[u'06', u'06', u'06', u'06', u'06', u'06']",H,06,2017-09-06,CO,H8CO06138,REP,"[2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"COFFMAN, MIKE REP.",2017-09-06T21:57:32,H8CO06138,2017-09-06,"[2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,6,2017-09-04,False,DEMOCRATIC PARTY,[u'06'],H,06,2017-09-04,FL,H8FL06106,DEM,[2018],House,N,False,"COFFMAN, ROBERT (BOB) PAUL",2017-10-05T20:56:00,H8FL06106,2017-09-04,[2018],Challenger
2018,C,17,2015-11-02,True,REPUBLICAN PARTY,"[u'17', u'17']",H,17,2016-07-15,CA,H6CA17141,REP,"[2016, 2018]",House,N,False,"COHEN, RONALD H",2017-01-05T21:04:01,H6CA17141,2016-07-15,"[2016, 2018]",Challenger
2018,I,9,1996-05-29,True,DEMOCRATIC PARTY,"[u'09', u'09', u'09', u'09', u'09', u'09', u'09', u'09']",H,09,2010-12-28,TN,H6TN09068,DEM,"[1996, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"COHEN, STEPHEN IRA",2017-06-14T21:05:26,H6TN09068,2017-05-09,"[1996, 1998, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,13,2016-01-04,True,DEMOCRATIC PARTY,"[u'13', u'13']",H,13,2017-07-15,NC,H6NC02130,DEM,"[2016, 2018]",House,C,False,"COKER, ADAM WARD",2017-10-17T22:53:08,H6NC02130,2017-07-15,"[2016, 2018]",Challenger
2018,C,16,2016-12-01,False,DEMOCRATIC PARTY,[u'16'],H,16,2016-12-01,NY,H8NY16088,DEM,[2018],House,N,False,"COLE, DARREN",2017-01-05T21:04:01,H8NY16088,2016-12-01,"[2016, 2018]",Challenger
2018,C,27,2017-07-19,True,DEMOCRATIC PARTY,[u'27'],H,27,2017-07-19,NY,H8NY27127,DEM,[2018],House,C,False,"COLE, ERIN",2017-10-17T22:53:08,H8NY27127,2017-07-19,[2018],Challenger
2018,C,1,2017-01-13,True,REPUBLICAN PARTY,[u'01'],H,01,2017-01-13,OK,H8OK01124,REP,[2018],House,C,False,"COLEMAN, ANDY",2017-05-08T21:03:45,H8OK01124,2017-01-13,[2018],Challenger
2018,I,12,2014-02-26,True,DEMOCRATIC PARTY,"[u'12', u'12', u'12']",H,12,2016-12-08,NJ,H4NJ12149,DEM,"[2014, 2016, 2018]",House,C,False,"COLEMAN, BONNIE WATSON",2017-02-27T21:01:34,H4NJ12149,2016-12-08,"[2014, 2016, 2018]",Incumbent
2018,C,2,2017-10-17,False,DEMOCRATIC PARTY,[u'02'],H,02,2017-10-17,NC,H8NC02110,DEM,[2018],House,N,False,"COLEMAN, LINDA",2017-10-18T21:02:35,H8NC02110,2017-10-17,[2018],Challenger
2018,I,4,2002-07-10,True,REPUBLICAN PARTY,"[u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04']",H,04,2017-03-02,OK,H2OK04055,REP,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"COLE, TOM",2017-05-08T21:03:45,H2OK04055,2017-03-02,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,O,15,2017-09-12,False,DEMOCRATIC PARTY,[u'15'],H,15,2017-09-12,PA,H8PA15203,DEM,[2018],House,N,False,"COLLICA, CHIP",2017-10-18T21:02:35,H8PA15203,2017-09-12,[2018],Open seat
2018,I,27,1998-04-04,True,REPUBLICAN PARTY,"[u'29', u'27', u'27', u'27', u'27']",H,27,2016-11-27,NY,H8NY29032,REP,"[1998, 2012, 2014, 2016, 2018]",House,C,False,"COLLINS, CHRISTOPHER C",2017-04-10T20:57:55,H8NY29032,2016-11-27,"[1998, 2000, 2002, 2004, 2012, 2014, 2016, 2018]",Incumbent
2018,I,9,2011-09-06,True,REPUBLICAN PARTY,"[u'09', u'09', u'09', u'09']",H,09,2016-11-28,GA,H2GA09150,REP,"[2012, 2014, 2016, 2018]",House,C,False,"COLLINS, DOUGLAS ALLEN",2017-03-02T21:00:15,H2GA09150,2016-11-28,"[2012, 2014, 2016, 2018]",Incumbent
2018,C,10,2017-01-21,False,DEMOCRATIC PARTY,[u'10'],H,10,2017-01-21,GA,H8GA10130,DEM,[2018],House,N,False,"COLLINS, KELLIE",2017-02-01T21:04:16,H8GA10130,2017-01-21,[2018],Challenger
2018,C,12,2017-02-27,False,DEMOCRATIC PARTY,[u'12'],H,12,2017-04-10,IL,H8IL12087,DEM,[2018],House,N,False,"COLOMBO, NATHAN CHARLES MR",2017-04-10T20:57:55,H8IL12087,2017-04-10,[2018],Challenger
2018,C,1,2017-10-10,False,DEMOCRATIC PARTY,[u'01'],H,01,2017-10-10,MD,H8MD01193,DEM,[2018],House,N,False,"COLVIN, JESSE",2017-10-18T21:02:35,H8MD01193,2017-10-10,[2018],Challenger
2018,C,2,2017-07-28,True,DEMOCRATIC PARTY,[u'02'],H,02,2017-07-28,AR,H8AR02142,DEM,[2018],House,N,False,"COMBS, GWENDOLYNN MILLEN MRS.",2017-08-01T20:57:28,H8AR02142,2017-07-28,[2018],Challenger
2018,I,1,2015-10-01,True,REPUBLICAN PARTY,"[u'01', u'01']",H,01,2017-01-29,KY,H6KY01110,REP,"[2016, 2018]",House,C,False,"COMER, JAMES",2017-05-03T21:00:26,H6KY01110,2017-01-29,"[2016, 2018]",Incumbent
2018,,7,2017-12-04,False,DEMOCRATIC PARTY,[u'07'],H,07,2017-12-04,VA,H8VA07110,DEM,[2018],House,N,False,"COMER, NATASHA VENITA",2017-12-05T23:42:23,H8VA07110,2017-12-04,[2018],
2018,I,10,2014-01-17,True,REPUBLICAN PARTY,"[u'10', u'10', u'10']",H,10,2017-03-10,VA,H4VA10089,REP,"[2014, 2016, 2018]",House,C,False,"COMSTOCK, BARBARA",2017-03-10T21:00:28,H4VA10089,2017-03-10,"[2014, 2016, 2018]",Incumbent
2018,I,11,2002-12-13,True,UNKNOWN,"[u'19', u'11', u'11', u'11', u'11', u'11', u'11', u'11', u'11']",H,11,2017-02-07,TX,H4TX19136,UNK,"[2003, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CONAWAY, MICHAEL HONORABLE",2017-03-14T20:59:15,H4TX19136,2017-02-07,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,3,2017-09-28,True,DEMOCRATIC PARTY,[u'03'],H,03,2017-09-28,LA,H8LA03045,DEM,[2018],House,C,False,"CONNER, PHILLIP DR",2017-10-24T21:01:05,H8LA03045,2017-09-28,[2018],Challenger
2018,I,11,2008-02-19,True,DEMOCRATIC PARTY,"[u'11', u'11', u'11', u'11', u'11', u'11']",H,11,2016-12-12,VA,H8VA11062,DEM,"[2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CONNOLLY, GERALD EDWARD",2017-03-14T20:59:15,H8VA11062,2016-12-12,"[2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,I,13,1976-03-19,True,DEMOCRATIC PARTY,"[u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'14', u'14', u'14', u'14', u'14', u'14', u'14', u'14', u'14', u'14', u'13', u'13', u'13', u'13']",H,13,2016-12-21,MI,H6MI01028,DEM,"[1976, 1977, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CONYERS, JOHN JR.",2017-05-03T21:00:26,H6MI01028,2016-12-21,"[1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,I,8,2012-02-06,True,REPUBLICAN PARTY,"[u'08', u'08', u'08', u'08']",H,08,2017-10-13,CA,H2CA08164,REP,"[2012, 2014, 2016, 2018]",House,C,False,"COOK, PAUL",2017-10-13T20:57:59,H2CA08164,2017-10-13,"[2012, 2014, 2016, 2018]",Incumbent
2018,I,5,2002-04-06,True,DEMOCRATIC PARTY,"[u'05', u'05', u'05', u'05', u'05', u'05', u'05', u'05', u'05']",H,05,2016-11-28,TN,H2TN05131,DEM,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"COOPER, JAMES H.S.",2017-05-08T21:03:45,H2TN05131,2016-11-28,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,0,2017-07-12,False,REPUBLICAN PARTY,[u'00'],S,00,2017-07-12,WV,S8WV00135,REP,[2018],Senate,N,False,"COPLEY, JIMMY DALE II",2017-08-01T20:57:28,S8WV00135,2017-07-12,[2018],Challenger
2018,C,6,2017-10-02,False,DEMOCRATIC PARTY,[u'06'],H,06,2017-10-02,VA,H8VA06088,DEM,[2018],House,N,False,"COPPOLA, SERGIO MR. II",2017-10-05T20:56:00,H8VA06088,2017-10-02,[2018],Challenger
2018,C,4,2017-10-04,False,DEMOCRATIC PARTY,[u'04'],H,04,2017-10-04,PA,H8PA04108,DEM,[2018],House,N,False,"CORBIN-JOHNSON, SHAVONNIA",2017-10-05T20:56:00,H8PA04108,2017-10-04,[2018],Challenger
2018,C,0,2017-08-11,True,REPUBLICAN PARTY,[u'00'],S,00,2017-08-11,CT,S8CT00121,REP,[2018],Senate,N,False,"COREY, MATTHEW MCKINNON",2017-08-21T20:57:49,S8CT00121,2017-08-11,[2018],Challenger
2018,I,0,2004-10-14,True,REPUBLICAN PARTY,"[u'00', u'00', u'00']",S,00,2017-07-12,TN,S6TN00216,REP,"[2006, 2012, 2018]",Senate,C,False,"CORKER, ROBERT P JR",2017-07-13T20:57:33,S6TN00216,2017-07-12,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,I,46,2015-06-12,True,DEMOCRATIC PARTY,"[u'46', u'46']",H,46,2017-02-17,CA,H6CA46116,DEM,"[2016, 2018]",House,C,False,"CORREA, JOSE LUIS (LOU) MR.",2017-05-02T21:07:31,H6CA46116,2017-02-17,"[2016, 2018]",Incumbent
2018,I,16,2003-10-07,True,DEMOCRATIC PARTY,"[u'20', u'20', u'20', u'20', u'16', u'16', u'16', u'16']",H,16,2016-12-27,CA,H4CA20082,DEM,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"COSTA, JIM",2017-05-02T21:07:31,H4CA20082,2016-12-27,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,I,6,2009-08-17,True,REPUBLICAN PARTY,"[u'06', u'06', u'06', u'06']",H,06,2017-05-15,PA,H0PA06076,REP,"[2010, 2014, 2016, 2018]",House,C,False,"COSTELLO, RYAN A",2017-05-15T21:05:16,H0PA06076,2017-05-15,"[2010, 2014, 2016, 2018]",Incumbent
2018,I,2,2001-09-27,True,DEMOCRATIC PARTY,"[u'02', u'02', u'02', u'02', u'02', u'02', u'02', u'02', u'02']",H,02,2017-01-09,CT,H2CT02112,DEM,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"COURTNEY, JOSEPH D",2017-03-02T21:00:15,H2CT02112,2017-01-09,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,39,2017-08-25,True,INDEPENDENT,[u'39'],H,39,2017-08-25,CA,H8CA39190,IND,[2018],House,N,False,"COX, STEPHAN",2017-10-05T20:56:00,H8CA39190,2017-08-25,[2018],Challenger
2018,C,10,2017-07-01,True,DEMOCRATIC PARTY,[u'10'],H,10,2017-07-03,CA,H8CA10167,DEM,[2018],House,C,False,"COX, TERRANCE JOHN (TJ)",2017-10-18T21:02:35,H8CA10167,2017-07-03,[2018],Challenger
2018,C,0,2017-03-28,True,DEMOCRATIC PARTY,[u'00'],S,00,2017-03-28,NV,S8NV00131,DEM,[2018],Senate,C,False,"CRADDOCK, JAY GREGORY",2017-09-15T21:00:12,S8NV00131,2017-03-28,[2018],Challenger
2018,C,2,2015-04-08,True,DEMOCRATIC PARTY,"[u'02', u'02']",H,02,2017-10-01,MN,H6MN02131,DEM,"[2016, 2018]",House,C,False,"CRAIG, ANGELA DAWN",2017-10-11T20:57:02,H6MN02131,2017-10-01,"[2016, 2018]",Challenger
2018,I,0,2010-01-28,True,REPUBLICAN PARTY,"[u'00', u'00', u'00', u'00', u'00']",H,00,2016-11-15,ND,H0ND01026,REP,"[2010, 2012, 2014, 2016, 2018]",House,C,False,"CRAMER, KEVIN MR.",2017-02-27T21:01:34,H0ND01026,2016-11-15,"[2010, 2012, 2014, 2016, 2018]",Incumbent
2018,O,8,2017-05-08,True,DEMOCRATIC PARTY,[u'08'],H,08,2017-05-08,WA,H8WA08122,DEM,[2018],House,C,False,"CRAMER, THOMAS ALLEN",2017-10-18T21:02:35,H8WA08122,2017-05-08,[2018],Open seat
2018,C,2,2017-03-03,True,DEMOCRATIC PARTY,"[u'02', u'02']",H,02,2017-03-03,OR,H6OR02181,DEM,"[2016, 2018]",House,C,False,"CRARY, JAMES ""JIM""",2017-09-15T21:00:12,H6OR02181,2017-03-03,"[2016, 2018]",Challenger
2018,C,1,2013-10-23,True,DEMOCRATIC PARTY,"[u'01', u'01']",H,01,2017-06-26,NE,H4NE01163,DEM,"[2014, 2018]",House,C,False,"CRAWFORD, DENNIS P",2017-08-01T20:57:28,H4NE01163,2017-06-26,"[2014, 2016, 2018]",Challenger
2018,I,1,2009-05-27,True,REPUBLICAN PARTY,"[u'01', u'01', u'01', u'01', u'01']",H,01,2016-12-12,AR,H0AR01083,REP,"[2010, 2012, 2014, 2016, 2018]",House,C,False,"CRAWFORD, ERIC ALAN RICK",2017-05-02T21:07:31,H0AR01083,2016-12-12,"[2010, 2012, 2014, 2016, 2018]",Incumbent
2018,,2,2017-11-29,False,REPUBLICAN PARTY,[u'02'],H,02,2017-11-29,TX,H8TX02166,REP,[2018],House,N,False,"CRENSHAW, DANIEL LCDR",2017-11-29T23:03:29,H8TX02166,2017-11-29,[2018],
2018,O,6,2017-08-22,True,REPUBLICAN PARTY,[u'06'],H,06,2017-08-22,IN,H8IN06095,REP,[2018],House,C,False,"CRIDER, MICHAEL R MR.",2017-10-18T21:02:35,H8IN06095,2017-08-22,[2018],Open seat
2018,O,0,2011-10-05,True,REPUBLICAN PARTY,"[u'00', u'00', u'00']",S,00,2016-10-13,TN,S2TN00223,REP,"[2012, 2014, 2018]",Senate,N,False,"CRIM, LARRY R",2017-10-18T21:02:35,S2TN00223,2016-10-13,"[2012, 2014, 2016, 2018]",Open seat
2018,I,13,2015-12-14,True,DEMOCRATIC PARTY,"[u'13', u'13']",H,13,2016-12-08,FL,H6FL13205,DEM,"[2016, 2018]",House,C,False,"CRIST, CHARLIE JOSEPH",2017-03-02T21:00:15,H6FL13205,2016-12-08,"[2016, 2018]",Incumbent
2018,C,16,2017-03-07,False,DEMOCRATIC PARTY,[u'16'],H,16,2017-03-07,FL,H8FL16048,DEM,[2018],House,N,False,"CRISTIANI, CALEN DEAN",2017-08-01T20:57:28,H8FL16048,2017-03-07,[2018],Challenger
2018,O,18,2017-07-15,True,DEMOCRATIC PARTY,[u'18'],H,18,2017-07-15,PA,H8PA18173,DEM,[2018],House,C,False,"CROSSEY, MICHAEL J",2017-10-24T21:01:05,H8PA18173,2017-07-15,[2018],Open seat
2018,C,21,2017-04-03,True,DEMOCRATIC PARTY,[u'21'],H,21,2017-04-03,TX,H8TX21158,DEM,[2018],House,C,False,"CROWE, DERRICK CHAD MR.",2017-09-15T21:00:12,H8TX21158,2017-04-03,[2018],Challenger
2018,C,6,2017-04-11,True,DEMOCRATIC PARTY,[u'06'],H,06,2017-04-11,CO,H8CO06229,DEM,[2018],House,C,False,"CROW, JASON",2017-08-01T20:57:28,H8CO06229,2017-04-11,[2018],Challenger
2018,I,14,1998-09-23,True,DEMOCRATIC PARTY,"[u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'14', u'14', u'14', u'14']",H,14,2017-11-27,NY,H8NY07046,DEM,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CROWLEY, JOSEPH",2017-11-27T22:53:24,H8NY07046,2017-11-27,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,,0,2017-11-29,False,INDEPENDENT,[u'00'],S,00,2017-11-29,AL,S8AL00506,IND,[2018],Senate,N,False,"CRUTCHER, CHANDA MILLS",2017-11-30T22:47:23,S8AL00506,2017-11-29,[2018],
2018,I,0,2011-01-20,True,REPUBLICAN PARTY,"[u'00', u'00']",S,00,2014-06-17,TX,S2TX00312,REP,"[2012, 2018]",Senate,C,False,"CRUZ, RAFAEL EDWARD TED",2017-05-23T07:10:20,S2TX00312,2014-06-17,"[2012, 2014, 2016, 2018]",Incumbent
2018,I,28,2002-01-10,True,DEMOCRATIC PARTY,"[u'23', u'28', u'28', u'28', u'28', u'28', u'28', u'28', u'28']",H,28,2017-01-31,TX,H2TX23082,DEM,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CUELLAR, HENRY R.",2017-03-02T21:00:15,H2TX23082,2017-01-31,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,I,7,1999-02-19,True,REPUBLICAN PARTY,"[u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07']",H,07,2017-10-23,TX,H0TX07055,REP,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CULBERSON, JOHN",2017-10-23T20:56:46,H0TX07055,2017-10-23,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,1,2017-08-03,False,REPUBLICAN PARTY,"[u'01', u'01']",H,01,2017-08-03,TX,H6TX01253,REP,"[2016, 2018]",House,N,False,"CULLER, ANTHONY PATRICK",2017-08-18T20:58:39,H6TX01253,2017-08-03,"[2016, 2018]",Challenger
2018,C,5,2017-07-02,True,DEMOCRATIC PARTY,[u'05'],H,05,2017-07-02,VA,H8VA05148,DEM,[2018],House,C,False,"CULLOP, BENJAMIN NIEL",2017-10-24T21:01:05,H8VA05148,2017-07-02,[2018],Challenger
2018,I,7,1995-12-27,True,DEMOCRATIC PARTY,"[u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07', u'07']",H,07,2016-11-29,MD,H6MD07160,DEM,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"CUMMINGS, ELIJAH E",2017-03-02T21:00:15,H6MD07160,2016-11-29,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,1,2017-07-06,True,DEMOCRATIC PARTY,[u'01'],H,01,2017-07-06,SC,H8SC01116,DEM,[2018],House,C,False,"CUNNINGHAM, JOE",2017-10-16T21:00:02,H8SC01116,2017-07-06,[2018],Challenger
2018,I,26,2013-07-09,True,REPUBLICAN PARTY,"[u'26', u'26', u'26']",H,26,2017-08-30,FL,H4FL26038,REP,"[2014, 2016, 2018]",House,C,False,"CURBELO, CARLOS MR.",2017-08-30T20:56:02,H4FL26038,2017-08-30,"[2014, 2016, 2018]",Incumbent
2018,C,9,2017-07-06,True,DEMOCRATIC PARTY,[u'09'],H,09,2017-07-06,IN,H8IN09099,DEM,[2018],House,C,False,"CURTIS, TOD",2017-10-17T22:53:08,H8IN09099,2017-07-06,[2018],Challenger
2018,C,3,2017-07-07,True,REPUBLICAN PARTY,[u'03'],H,03,2017-07-07,NC,H8NC03076,REP,[2018],House,C,False,"DACEY, SCOTT CHARLES MR.",2017-10-17T22:53:08,H8NC03076,2017-07-07,[2018],Challenger
2018,C,16,2017-08-28,True,DEMOCRATIC PARTY,[u'16'],H,16,2017-08-28,IL,H8IL16120,DEM,[2018],House,C,False,"DADY, SARA",2017-10-17T22:53:08,H8IL16120,2017-08-28,[2018],Challenger
2018,C,26,2013-10-22,True,REPUBLICAN PARTY,"[u'26', u'26', u'26']",H,26,2017-05-22,CA,H4CA26139,REP,"[2014, 2016, 2018]",House,N,False,"DAGNESSES, RAFAEL",2017-08-01T20:57:28,H4CA26139,2017-05-22,"[2014, 2016, 2018]",Challenger
2018,,4,2017-10-31,False,DEMOCRATIC PARTY,[u'04'],H,04,2017-10-31,IA,H8IA04130,DEM,[2018],House,N,False,"DAHL, PAUL ELLIOTT",2017-10-31T20:56:03,H8IA04130,2017-10-31,[2018],
2018,C,1,2009-11-03,True,REPUBLICAN PARTY,"[u'01', u'01']",H,01,2017-05-13,OK,H0OK01089,REP,"[2010, 2018]",House,C,False,"DAHM, NATHAN",2017-09-15T21:00:12,H0OK01089,2017-05-13,"[2010, 2012, 2018]",Challenger
2018,C,3,2017-08-28,True,DEMOCRATIC PARTY,[u'03'],H,03,2017-08-28,IA,H8IA03173,DEM,[2018],House,C,False,"D'ALESSANDRO, PETE",2017-10-17T22:53:08,H8IA03173,2017-08-28,[2018],Challenger
